Año,Mes,Día,Horas,Minutos,Segundos,Numero de pasajeros,Eventos especiales,Dia de la semana,Flujo de personas,Flujo de choferes,Clima
2024,5,6,11,15,0,5,0,0,20,14,0
2024,5,6,11,30,0,0,0,0,22,16,0
2024,5,6,11,45,0,3,0,0,22,12,0
2024,5,6,12,0,0,0,0,0,22,3,0
2024,5,6,12,15,0,0,0,0,15,5,0
2024,5,6,12,30,0,5,0,0,15,6,0
2024,5,6,12,45,0,8,0,0,15,9,0
2024,5,6,13,0,0,13,0,0,24,6,0
2024,5,6,13,15,0,12,0,0,24,7,0
2024,5,6,13,30,0,14,0,0,24,7,0
2024,5,6,13,45,0,13,0,0,24,12,0
2024,5,6,14,0,0,10,0,0,22,12,0
2024,5,6,14,15,0,3,0,0,12,15,0
2024,5,6,14,30,0,0,0,0,12,11,0
2024,5,6,14,45,0,0,0,0,12,10,0
2024,5,6,15,0,0,0,0,0,14,10,0
2024,5,6,15,15,0,0,0,0,12,10,0
2024,5,6,15,30,0,0,0,0,12,8,0
2024,5,6,15,45,0,0,0,0,13,8,0
2024,5,6,16,0,0,0,0,0,13,11,0
2024,5,6,16,15,0,7,0,0,11,11,0
2024,5,6,16,30,0,8,0,0,12,11,0
2024,5,6,16,45,0,6,0,0,11,7,0
2024,5,6,17,0,0,4,0,0,11,12,0
2024,5,6,17,15,0,0,0,0,11,12,0
2024,5,6,17,30,0,0,0,0,11,12,0
2024,5,6,17,45,0,0,0,0,12,13,0
2024,5,6,18,0,0,0,0,0,11,15,0
2024,5,6,18,15,0,0,0,0,11,12,0
2024,5,6,18,30,0,0,0,0,11,10,0
2024,5,6,18,45,0,15,0,0,30,3,0
2024,5,6,19,0,0,20,0,0,30,5,0
2024,5,6,19,15,0,10,0,0,25,11,0
2024,5,6,19,30,0,0,0,0,30,18,0
2024,5,6,19,45,0,0,0,0,20,10,0
2024,5,6,20,0,0,29,0,0,50,4,0
2024,5,6,20,15,0,15,0,0,40,4,0
2024,5,6,20,30,0,13,0,0,35,4,0
2024,5,6,20,45,0,0,0,0,35,12,0
2024,5,6,21,0,0,0,0,0,35,21,0
2024,5,6,21,15,0,0,0,0,40,24,0
2024,5,6,21,30,0,0,0,0,38,10,0
2024,5,6,21,45,0,14,0,0,35,4,0
2024,5,6,22,0,0,10,0,0,30,5,0
2024,5,6,22,15,0,22,0,0,30,5,0
2024,5,6,22,30,0,19,0,0,30,5,0
2024,5,6,22,45,0,7,0,0,20,4,0
2024,5,6,23,0,0,1,0,0,15,4,0
2024,5,6,23,15,0,0,0,0,10,2,0
2024,5,6,23,30,0,0,0,0,6,2,0
2024,5,6,23,45,0,0,0,0,5,1,0
2024,5,6,0,0,0,0,0,0,2,0,0
2024,5,7,6,0,0,2,0,1,4,2,0
2024,5,7,6,15,0,3,0,1,3,2,0
2024,5,7,6,30,0,0,0,1,6,4,0
2024,5,7,6,45,0,0,0,1,8,4,0
2024,5,7,7,0,0,0,0,1,12,4,0
2024,5,7,7,15,0,0,0,1,8,5,0
2024,5,7,7,30,0,1,0,1,8,6,0
2024,5,7,7,45,0,3,0,1,10,8,0
2024,5,7,8,0,0,0,0,1,10,6,0
2024,5,7,8,15,0,11,0,1,22,3,0
2024,5,7,8,30,0,0,0,1,16,10,0
2024,5,7,8,45,0,3,0,1,14,8,0
2024,5,7,9,0,0,9,0,1,14,5,0
2024,5,7,9,15,0,9,0,1,12,4,0
2024,5,7,9,30,0,2,0,1,13,15,0
2024,5,7,9,45,0,0,0,1,13,14,0
2024,5,7,10,0,0,0,0,1,11,5,0
2024,5,7,10,15,0,10,0,1,11,5,0
2024,5,7,10,30,0,0,0,1,16,9,0
2024,5,7,10,45,0,0,0,1,12,6,0
2024,5,7,11,0,0,8,0,1,12,4,0
2024,5,7,11,15,0,4,0,1,12,4,0
2024,5,7,11,30,0,0,0,1,15,9,0
2024,5,7,11,45,0,0,0,1,18,11,0
2024,5,7,12,0,0,0,0,1,20,12,0
2024,5,7,12,15,0,0,0,1,20,14,0
2024,5,7,12,30,0,4,0,1,25,11,0
2024,5,7,12,45,0,3,0,1,25,17,0
2024,5,7,13,0,0,2,0,1,25,17,0
2024,5,7,13,15,0,4,0,1,28,14,0
2024,5,7,13,30,0,9,0,1,30,14,0
2024,5,7,13,45,0,13,0,1,25,11,0
2024,5,7,14,0,0,0,0,1,22,14,0
2024,5,7,14,15,0,0,0,1,13,17,0
2024,5,7,14,30,0,0,0,1,13,15,0
2024,5,7,14,45,0,0,0,1,11,9,0
2024,5,7,15,0,0,0,0,1,11,6,0
2024,5,7,15,15,0,0,0,1,12,4,0
2024,5,7,15,30,0,1,0,1,12,11,0
2024,5,7,15,45,0,5,0,1,13,9,0
2024,5,7,16,0,0,2,0,1,11,9,0
2024,5,7,16,15,0,0,0,1,11,7,0
2024,5,7,16,30,0,0,0,1,12,4,0
2024,5,7,16,45,0,6,0,1,12,3,0
2024,5,7,17,0,0,4,0,1,11,3,0
2024,5,7,17,15,0,2,0,1,11,6,0
2024,5,7,17,30,0,2,0,1,10,11,0
2024,5,7,17,45,0,0,0,1,12,11,0
2024,5,7,18,0,0,0,0,1,22,15,0
2024,5,7,18,15,0,0,0,1,22,14,0
2024,5,7,18,30,0,0,0,1,22,11,0
2024,5,7,18,45,0,0,0,1,22,9,0
2024,5,7,19,0,0,3,0,1,17,13,0
2024,5,7,19,15,0,2,0,1,22,16,0
2024,5,7,19,30,0,6,0,1,30,16,0
2024,5,7,19,45,0,12,0,1,35,6,0
2024,5,7,20,0,0,15,0,1,27,3,0
2024,5,7,20,15,0,2,0,1,26,2,0
2024,5,7,20,30,0,0,0,1,19,2,0
2024,5,7,20,45,0,0,0,1,19,14,0
2024,5,7,21,0,0,0,0,1,28,20,0
2024,5,7,21,15,0,5,0,1,35,22,0
2024,5,7,21,30,0,15,0,1,29,16,0
2024,5,7,21,45,0,16,0,1,30,6,0
2024,5,7,22,0,0,18,0,1,26,4,0
2024,5,7,22,15,0,14,0,1,28,3,0
2024,5,7,22,30,0,16,0,1,27,3,0
2024,5,7,22,45,0,6,0,1,20,3,0
2024,5,7,23,0,0,3,0,1,12,2,0
2024,5,7,23,15,0,2,0,1,11,2,0
2024,5,7,23,30,0,0,0,1,6,2,0
2024,5,7,23,45,0,0,0,1,2,1,0
2024,5,7,0,0,0,0,0,1,2,0,0
2024,5,8,6,0,0,3,1,2,1,2,0
2024,5,8,6,15,0,2,1,2,2,2,0
2024,5,8,6,30,0,0,1,2,2,2,0
2024,5,8,6,45,0,0,1,2,3,3,0
2024,5,8,7,0,0,2,1,2,5,4,0
2024,5,8,7,15,0,0,1,2,12,4,0
2024,5,8,7,30,0,0,1,2,16,11,0
2024,5,8,7,45,0,0,1,2,20,12,0
2024,5,8,8,0,0,2,1,2,20,14,0
2024,5,8,8,15,0,15,1,2,25,17,0
2024,5,8,8,30,0,4,1,2,14,12,0
2024,5,8,8,45,0,5,1,2,15,4,0
2024,5,8,9,0,0,6,1,2,14,4,0
2024,5,8,9,15,0,0,1,2,20,20,0
2024,5,8,9,30,0,0,1,2,13,15,0
2024,5,8,9,45,0,0,1,2,13,14,0
2024,5,8,10,0,0,0,1,2,11,8,0
2024,5,8,10,15,0,2,1,2,12,16,0
2024,5,8,10,30,0,9,1,2,11,3,0
2024,5,8,10,45,0,2,1,2,10,3,0
2024,5,8,11,0,0,2,1,2,11,3,0
2024,5,8,11,15,0,3,1,2,10,11,0
2024,5,8,11,30,0,9,1,2,13,3,0
2024,5,8,11,45,0,3,1,2,11,9,0
2024,5,8,12,0,0,0,1,2,17,10,0
2024,5,8,12,15,0,0,1,2,16,10,0
2024,5,8,12,30,0,0,1,2,16,11,0
2024,5,8,12,45,0,0,1,2,15,11,0
2024,5,8,13,0,0,6,1,2,16,12,0
2024,5,8,13,15,0,4,1,2,17,14,0
2024,5,8,13,30,0,3,1,2,16,13,0
2024,5,8,13,45,0,0,1,2,14,11,0
2024,5,8,14,0,0,0,1,2,18,11,0
2024,5,8,14,15,0,0,1,2,11,10,0
2024,5,8,14,30,0,0,1,2,12,13,0
2024,5,8,14,45,0,4,1,2,11,11,0
2024,5,8,15,0,0,2,1,2,10,6,0
2024,5,8,15,15,0,4,1,2,10,6,0
2024,5,8,15,30,0,3,1,2,10,7,0
2024,5,8,15,45,0,5,1,2,10,6,0
2024,5,8,16,0,0,0,1,2,9,6,0
2024,5,8,16,15,0,0,1,2,11,9,0
2024,5,8,16,30,0,0,1,2,8,4,0
2024,5,8,16,45,0,0,1,2,9,3,0
2024,5,8,17,0,0,4,1,2,10,9,0
2024,5,8,17,15,0,0,1,2,9,14,0
2024,5,8,17,30,0,0,1,2,11,9,0
2024,5,8,17,45,0,0,1,2,10,8,0
2024,5,8,18,0,0,0,1,2,14,4,0
2024,5,8,18,15,0,0,1,2,14,4,0
2024,5,8,18,30,0,2,1,2,15,4,0
2024,5,8,18,45,0,0,1,2,16,13,0
2024,5,8,19,0,0,0,1,2,18,18,0
2024,5,8,19,15,0,4,1,2,19,11,0
2024,5,8,19,30,0,0,1,2,20,10,0
2024,5,8,19,45,0,6,1,2,22,10,0
2024,5,8,20,0,0,20,1,2,24,8,0
2024,5,8,20,15,0,27,1,2,27,6,0
2024,5,8,20,30,0,29,1,2,34,16,0
2024,5,8,20,45,0,4,1,2,29,19,0
2024,5,8,21,0,0,6,1,2,30,13,0
2024,5,8,21,15,0,12,1,2,35,6,0
2024,5,8,21,30,0,18,1,2,35,5,0
2024,5,8,21,45,0,11,1,2,30,5,0
2024,5,8,22,0,0,14,1,2,30,5,0
2024,5,8,22,15,0,11,1,2,29,4,0
2024,5,8,22,30,0,14,1,2,22,4,0
2024,5,8,22,45,0,7,1,2,16,4,0
2024,5,8,23,0,0,3,1,2,11,4,0
2024,5,8,23,15,0,3,1,2,7,3,0
2024,5,8,23,30,0,0,1,2,3,2,0
2024,5,8,23,45,0,0,1,2,1,1,0
2024,5,8,0,0,0,0,1,2,0,1,0
2024,5,9,6,0,0,3,0,3,4,2,0
2024,5,9,6,15,0,2,0,3,3,2,0
2024,5,9,6,30,0,1,0,3,3,2,0
2024,5,9,6,45,0,0,0,3,7,2,0
2024,5,9,7,0,0,0,0,3,12,3,0
2024,5,9,7,15,0,0,0,3,12,5,0
2024,5,9,7,30,0,0,0,3,16,10,0
2024,5,9,7,45,0,0,0,3,14,11,0
2024,5,9,8,0,0,0,0,3,28,19,0
2024,5,9,8,15,0,0,0,3,22,21,0
2024,5,9,8,30,0,0,0,3,15,10,0
2024,5,9,8,45,0,3,0,3,14,6,0
2024,5,9,9,0,0,5,0,3,12,4,0
2024,5,9,9,15,0,8,0,3,11,4,0
2024,5,9,9,30,0,9,0,3,16,3,0
2024,5,9,9,45,0,12,0,3,13,5,0
2024,5,9,10,0,0,14,0,3,18,5,0
2024,5,9,10,15,0,13,0,3,15,8,0
2024,5,9,10,30,0,7,0,3,18,4,0
2024,5,9,10,45,0,9,0,3,18,4,0
2024,5,9,11,0,0,11,0,3,14,4,0
2024,5,9,11,15,0,14,0,3,15,7,0
2024,5,9,11,30,0,17,0,3,18,6,0
2024,5,9,11,45,0,10,0,3,15,3,0
2024,5,9,12,0,0,16,0,3,14,3,0
2024,5,9,12,15,0,12,0,3,12,5,0
2024,5,9,12,30,0,14,0,3,15,5,0
2024,5,9,12,45,0,12,0,3,13,8,0
2024,5,9,13,0,0,10,0,3,12,9,0
2024,5,9,13,15,0,6,0,3,10,9,0
2024,5,9,13,30,0,5,0,3,11,9,0
2024,5,9,13,45,0,9,0,3,11,9,0
2024,5,9,14,0,0,5,0,3,10,9,0
2024,5,9,14,15,0,9,0,3,10,8,0
2024,5,9,14,30,0,9,0,3,11,7,0
2024,5,9,14,45,0,8,0,3,9,7,0
2024,5,9,15,0,0,2,0,3,8,7,0
2024,5,9,15,15,0,5,0,3,9,7,0
2024,5,9,15,30,0,7,0,3,9,6,0
2024,5,9,15,45,0,5,0,3,10,7,0
2024,5,9,16,0,0,0,0,3,9,10,0
2024,5,9,16,15,0,0,0,3,8,16,0
2024,5,9,16,30,0,0,0,3,7,19,0
2024,5,9,16,45,0,9,0,3,10,13,0
2024,5,9,17,0,0,0,0,3,10,12,0
2024,5,9,17,15,0,0,0,3,8,12,0
2024,5,9,17,30,0,0,0,3,8,18,0
2024,5,9,17,45,0,0,0,3,9,14,0
2024,5,9,18,0,0,17,0,3,28,16,0
2024,5,9,18,15,0,21,0,3,26,16,0
2024,5,9,18,30,0,18,0,3,20,16,0
2024,5,9,18,45,0,16,0,3,20,13,0
2024,5,9,19,0,0,0,0,3,13,15,0
2024,5,9,19,15,0,0,0,3,13,21,0
2024,5,9,19,30,0,15,0,3,18,17,0
2024,5,9,19,45,0,12,0,3,22,14,0
2024,5,9,20,0,0,7,0,3,21,9,0
2024,5,9,20,15,0,0,0,3,30,9,0
2024,5,9,20,30,0,26,0,3,28,9,0
2024,5,9,20,45,0,8,0,3,25,13,0
2024,5,9,21,0,0,0,0,3,30,11,0
2024,5,9,21,15,0,0,0,3,32,14,0
2024,5,9,21,30,0,0,0,3,29,14,0
2024,5,9,21,45,0,4,0,3,33,9,0
2024,5,9,22,0,0,17,0,3,29,9,0
2024,5,9,22,15,0,19,0,3,25,9,0
2024,5,9,22,30,0,12,0,3,23,9,0
2024,5,9,22,45,0,11,0,3,28,4,0
2024,5,9,23,0,0,3,0,3,20,3,0
2024,5,9,23,15,0,1,0,3,7,3,0
2024,5,9,23,30,0,0,0,3,4,2,0
2024,5,9,23,45,0,0,0,3,2,1,0
2024,5,9,0,0,0,0,0,3,0,1,0
2024,5,10,6,0,0,2,0,4,3,2,0
2024,5,10,6,15,0,2,0,4,3,2,0
2024,5,10,6,30,0,1,0,4,2,4,0
2024,5,10,6,45,0,0,0,4,4,4,0
2024,5,10,7,0,0,0,0,4,6,7,0
2024,5,10,7,15,0,0,0,4,8,7,0
2024,5,10,7,30,0,0,0,4,12,18,0
2024,5,10,7,45,0,0,0,4,11,15,0
2024,5,10,8,0,0,0,0,4,12,11,0
2024,5,10,8,15,0,0,0,4,12,10,0
2024,5,10,8,30,0,0,0,4,14,13,0
2024,5,10,8,45,0,6,0,4,14,9,0
2024,5,10,9,0,0,10,0,4,15,3,0
2024,5,10,9,15,0,13,0,4,16,2,0
2024,5,10,9,30,0,18,0,4,20,3,0
2024,5,10,9,45,0,9,0,4,12,3,0
2024,5,10,10,0,0,6,0,4,10,3,0
2024,5,10,10,15,0,0,0,4,8,9,0
2024,5,10,10,30,0,0,0,4,8,10,0
2024,5,10,10,45,0,0,0,4,11,15,0
2024,5,10,11,0,0,2,0,4,10,16,0
2024,5,10,11,15,0,4,0,4,11,14,0
2024,5,10,11,30,0,1,0,4,8,21,0
2024,5,10,11,45,0,0,0,4,7,15,0
2024,5,10,12,0,0,0,0,4,12,13,0
2024,5,10,12,15,0,0,0,4,14,13,0
2024,5,10,12,30,0,6,0,4,15,11,0
2024,5,10,12,45,0,9,0,4,15,11,0
2024,5,10,13,0,0,1,0,4,16,14,0
2024,5,10,13,15,0,4,0,4,10,14,0
2024,5,10,13,30,0,6,0,4,9,11,0
2024,5,10,13,45,0,6,0,4,10,11,0
2024,5,10,14,0,0,0,0,4,8,14,0
2024,5,10,14,15,0,0,0,4,9,13,0
2024,5,10,14,30,0,0,0,4,11,13,0
2024,5,10,14,45,0,13,0,4,10,11,0
2024,5,10,15,0,0,2,0,4,8,11,0
2024,5,10,15,15,0,0,0,4,9,10,0
2024,5,10,15,30,0,0,0,4,9,12,0
2024,5,10,15,45,0,0,0,4,8,9,0
2024,5,10,16,0,0,0,0,4,8,15,0
2024,5,10,16,15,0,0,0,4,9,17,0
2024,5,10,16,30,0,0,0,4,11,15,0
2024,5,10,16,45,0,0,0,4,10,6,0
2024,5,10,17,0,0,4,0,4,11,3,0
2024,5,10,17,15,0,3,0,4,10,11,0
2024,5,10,17,30,0,9,0,4,11,3,0
2024,5,10,17,45,0,15,0,4,10,3,0
2024,5,10,18,0,0,0,0,4,9,14,0
2024,5,10,18,15,0,0,0,4,12,11,0
2024,5,10,18,30,0,18,0,4,20,6,0
2024,5,10,18,45,0,0,0,4,16,16,0
2024,5,10,19,0,0,0,0,4,16,10,0
2024,5,10,19,15,0,5,0,4,14,20,0
2024,5,10,19,30,0,20,0,4,26,5,0
2024,5,10,19,45,0,29,0,4,31,5,0
2024,5,10,20,0,0,14,0,4,32,5,0
2024,5,10,20,15,0,5,0,4,27,13,0
2024,5,10,20,30,0,0,0,4,23,18,0
2024,5,10,20,45,0,0,0,4,25,19,0
2024,5,10,21,0,0,0,0,4,33,15,0
2024,5,10,21,15,0,0,0,4,28,5,0
2024,5,10,21,30,0,7,0,4,26,5,0
2024,5,10,21,45,0,15,0,4,29,5,0
2024,5,10,22,0,0,17,0,4,25,5,0
2024,5,10,22,15,0,15,0,4,29,4,0
2024,5,10,22,30,0,12,0,4,11,4,0
2024,5,10,22,45,0,7,0,4,10,4,0
2024,5,10,23,0,0,4,0,4,10,2,0
2024,5,10,23,15,0,2,0,4,5,2,0
2024,5,10,23,30,0,2,0,4,3,2,0
2024,5,10,23,45,0,1,0,4,2,2,0
2024,5,10,0,0,0,0,0,4,0,1,0
2024,5,11,6,0,0,0,0,5,1,0,0
2024,5,11,6,15,0,0,0,5,1,1,0
2024,5,11,6,30,0,0,0,5,4,1,0
2024,5,11,6,45,0,8,0,5,2,2,0
2024,5,11,7,0,0,11,0,5,11,6,0
2024,5,11,7,15,0,7,0,5,9,9,0
2024,5,11,7,30,0,7,0,5,12,9,0
2024,5,11,7,45,0,2,0,5,6,11,0
2024,5,11,8,0,0,0,0,5,4,13,0
2024,5,11,8,15,0,0,0,5,4,13,0
2024,5,11,8,30,0,0,0,5,6,14,0
2024,5,11,8,45,0,0,0,5,6,14,0
2024,5,11,9,0,0,0,0,5,4,13,0
2024,5,11,9,15,0,0,0,5,4,13,0
2024,5,11,9,30,0,0,0,5,6,13,0
2024,5,11,9,45,0,0,0,5,8,10,0
2024,5,11,10,0,0,0,0,5,7,6,0
2024,5,11,10,15,0,4,0,5,7,6,0
2024,5,11,10,30,0,9,0,5,12,7,0
2024,5,11,10,45,0,9,0,5,18,7,0
2024,5,11,11,0,0,12,0,5,25,6,0
2024,5,11,11,15,0,7,0,5,14,6,0
2024,5,11,11,30,0,7,0,5,18,6,0
2024,5,11,11,45,0,5,0,5,11,6,0
2024,5,11,12,0,0,0,0,5,9,8,0
2024,5,11,12,15,0,0,0,5,7,8,0
2024,5,11,12,30,0,0,0,5,7,8,0
2024,5,11,12,45,0,0,0,5,5,7,0
2024,5,11,13,0,0,0,0,5,5,7,0
2024,5,11,13,15,0,4,0,5,8,7,0
2024,5,11,13,30,0,8,0,5,13,9,0
2024,5,11,13,45,0,8,0,5,13,9,0
2024,5,11,14,0,0,12,0,5,16,9,0
2024,5,11,14,15,0,17,0,5,20,7,0
2024,5,11,14,30,0,17,0,5,20,7,0
2024,5,11,14,45,0,11,0,5,17,5,0
2024,5,11,15,0,0,11,0,5,14,5,0
2024,5,11,15,15,0,11,0,5,14,4,0
2024,5,11,15,30,0,10,0,5,12,4,0
2024,5,11,15,45,0,14,0,5,19,4,0
2024,5,11,16,0,0,14,0,5,17,5,0
2024,5,11,16,15,0,0,0,5,8,5,0
2024,5,11,16,30,0,0,0,5,8,5,0
2024,5,11,16,45,0,0,0,5,6,7,0
2024,5,11,17,0,0,0,0,5,6,7,0
2024,5,11,17,15,0,3,0,5,9,7,0
2024,5,11,17,30,0,7,0,5,8,8,0
2024,5,11,17,45,0,6,0,5,6,8,0
2024,5,11,18,0,0,10,0,5,9,5,0
2024,5,11,18,15,0,11,0,5,11,7,0
2024,5,11,18,30,0,10,0,5,14,7,0
2024,5,11,18,45,0,10,0,5,13,9,0
2024,5,11,19,0,0,9,0,5,13,9,0
2024,5,11,19,15,0,6,0,5,10,10,0
2024,5,11,19,30,0,7,0,5,13,10,0
2024,5,11,19,45,0,7,0,5,13,10,0
2024,5,11,20,0,0,8,0,5,14,11,0
2024,5,11,20,15,0,7,0,5,11,11,0
2024,5,11,20,30,0,5,0,5,13,11,0
2024,5,11,20,45,0,3,0,5,9,6,0
2024,5,11,21,0,0,1,0,5,7,6,0
2024,5,11,21,15,0,0,0,5,7,7,0
2024,5,11,21,30,0,0,0,5,6,7,0
2024,5,11,21,45,0,0,0,5,6,5,0
2024,5,11,22,0,0,0,0,5,6,5,0
2024,5,11,22,15,0,0,0,5,5,2,0
2024,5,11,22,30,0,0,0,5,5,1,0
2024,5,11,22,45,0,0,0,5,7,1,0
2024,5,11,23,0,0,0,0,5,3,0,0
2024,5,11,23,15,0,0,0,5,1,0,0
2024,5,11,23,30,0,0,0,5,1,0,0
2024,5,11,23,45,0,0,0,5,1,0,0
2024,5,11,0,0,0,0,0,5,0,0,0
2024,5,12,6,0,0,0,0,6,0,0,0
2024,5,12,6,15,0,0,0,6,0,0,0
2024,5,12,6,30,0,0,0,6,0,0,0
2024,5,12,6,45,0,0,0,6,1,0,0
2024,5,12,7,0,0,0,0,6,3,2,0
2024,5,12,7,15,0,0,0,6,4,3,0
2024,5,12,7,30,0,0,0,6,6,4,0
2024,5,12,7,45,0,0,0,6,5,5,0
2024,5,12,8,0,0,0,0,6,5,5,0
2024,5,12,8,15,0,0,0,6,5,5,0
2024,5,12,8,30,0,0,0,6,6,5,0
2024,5,12,8,45,0,0,0,6,6,8,0
2024,5,12,9,0,0,0,0,6,5,8,0
2024,5,12,9,15,0,0,0,6,5,9,0
2024,5,12,9,30,0,2,0,6,7,9,0
2024,5,12,9,45,0,2,0,6,7,10,0
2024,5,12,10,0,0,5,0,6,8,10,0
2024,5,12,10,15,0,5,0,6,10,10,0
2024,5,12,10,30,0,9,0,6,15,6,0
2024,5,12,10,45,0,12,0,6,15,6,0
2024,5,12,11,0,0,8,0,6,12,5,0
2024,5,12,11,15,0,5,0,6,11,5,0
2024,5,12,11,30,0,8,0,6,11,6,0
2024,5,12,11,45,0,6,0,6,12,6,0
2024,5,12,12,0,0,0,0,6,13,6,0
2024,5,12,12,15,0,0,0,6,8,5,0
2024,5,12,12,30,0,0,0,6,9,5,0
2024,5,12,12,45,0,0,0,6,10,5,0
2024,5,12,13,0,0,0,0,6,7,8,0
2024,5,12,13,15,0,3,0,6,8,8,0
2024,5,12,13,30,0,4,0,6,11,8,0
2024,5,12,13,45,0,5,0,6,12,8,0
2024,5,12,14,0,0,3,0,6,9,8,0
2024,5,12,14,15,0,6,0,6,12,8,0
2024,5,12,14,30,0,11,0,6,14,7,0
2024,5,12,14,45,0,10,0,6,14,5,0
2024,5,12,15,0,0,10,0,6,14,5,0
2024,5,12,15,15,0,9,0,6,13,5,0
2024,5,12,15,30,0,9,0,6,13,6,0
2024,5,12,15,45,0,10,0,6,14,5,0
2024,5,12,16,0,0,7,0,6,14,5,0
2024,5,12,16,15,0,0,0,6,9,5,0
2024,5,12,16,30,0,0,0,6,9,5,0
2024,5,12,16,45,0,0,0,6,6,7,0
2024,5,12,17,0,0,0,0,6,7,7,0
2024,5,12,17,15,0,3,0,6,7,7,0
2024,5,12,17,30,0,4,0,6,9,10,0
2024,5,12,17,45,0,4,0,6,9,10,0
2024,5,12,18,0,0,4,0,6,9,10,0
2024,5,12,18,15,0,8,0,6,11,7,0
2024,5,12,18,30,0,10,0,6,13,7,0
2024,5,12,18,45,0,11,0,6,13,7,0
2024,5,12,19,0,0,11,0,6,12,11,0
2024,5,12,19,15,0,8,0,6,14,10,0
2024,5,12,19,30,0,9,0,6,11,10,0
2024,5,12,19,45,0,6,0,6,11,7,0
2024,5,12,20,0,0,6,0,6,10,7,0
2024,5,12,20,15,0,6,0,6,7,7,0
2024,5,12,20,30,0,3,0,6,7,4,0
2024,5,12,20,45,0,5,0,6,7,4,0
2024,5,12,21,0,0,0,0,6,6,3,0
2024,5,12,21,15,0,0,0,6,9,3,0
2024,5,12,21,30,0,0,0,6,9,3,0
2024,5,12,21,45,0,0,0,6,8,3,0
2024,5,12,22,0,0,0,0,6,5,2,0
2024,5,12,22,15,0,0,0,6,5,2,0
2024,5,12,22,30,0,0,0,6,3,2,0
2024,5,12,22,45,0,0,0,6,3,1,0
2024,5,12,23,0,0,0,0,6,2,1,0
2024,5,12,23,15,0,0,0,6,0,0,0
2024,5,12,23,30,0,0,0,6,0,0,0
2024,5,12,23,45,0,0,0,6,0,0,0
2024,5,12,0,0,0,0,0,6,0,0,0
2024,5,13,6,0,0,2,0,0,5,2,0
2024,5,13,6,15,0,0,0,0,2,3,0
2024,5,13,6,30,0,0,0,0,2,3,0
2024,5,13,6,45,0,0,0,0,5,4,0
2024,5,13,7,0,0,6,0,0,3,10,0
2024,5,13,7,15,0,14,0,0,15,10,0
2024,5,13,7,30,0,1,0,0,18,11,0
2024,5,13,7,45,0,0,0,0,7,12,0
2024,5,13,8,0,0,0,0,0,3,15,0
2024,5,13,8,15,0,0,0,0,3,10,0
2024,5,13,8,30,0,6,0,0,7,6,0
2024,5,13,8,45,0,8,0,0,15,10,0
2024,5,13,9,0,0,2,0,0,15,10,0
2024,5,13,9,15,0,2,0,0,12,13,0
2024,5,13,9,30,0,4,0,0,11,13,0
2024,5,13,9,45,0,7,0,0,11,13,0
2024,5,13,10,0,0,8,0,0,11,11,0
2024,5,13,10,15,0,4,0,0,11,11,0
2024,5,13,10,30,0,0,0,0,15,14,0
2024,5,13,10,45,0,0,0,0,15,8,0
2024,5,13,11,0,0,3,0,0,15,7,0
2024,5,13,11,15,0,3,0,0,15,12,0
2024,5,13,11,30,0,0,0,0,17,14,0
2024,5,13,11,45,0,0,0,0,17,14,0
2024,5,13,12,0,0,0,0,0,17,11,0
2024,5,13,12,15,0,3,0,0,12,6,0
2024,5,13,12,30,0,8,0,0,13,7,0
2024,5,13,12,45,0,6,0,0,12,7,0
2024,5,13,13,0,0,12,0,0,20,8,0
2024,5,13,13,15,0,9,0,0,20,9,0
2024,5,13,13,30,0,9,0,0,20,11,0
2024,5,13,13,45,0,16,0,0,20,12,0
2024,5,13,14,0,0,7,0,0,18,12,0
2024,5,13,14,15,0,8,0,0,16,11,0
2024,5,13,14,30,0,3,0,0,15,11,0
2024,5,13,14,45,0,0,0,0,11,12,0
2024,5,13,15,0,0,0,0,0,11,12,0
2024,5,13,15,15,0,0,0,0,11,7,0
2024,5,13,15,30,0,0,0,0,11,11,0
2024,5,13,15,45,0,0,0,0,11,11,0
2024,5,13,16,0,0,6,0,0,10,8,0
2024,5,13,16,15,0,7,0,0,12,8,0
2024,5,13,16,30,0,11,0,0,11,7,0
2024,5,13,16,45,0,3,0,0,11,11,0
2024,5,13,17,0,0,0,0,0,10,11,0
2024,5,13,17,15,0,7,0,0,12,13,0
2024,5,13,17,30,0,5,0,0,12,12,0
2024,5,13,17,45,0,5,0,0,12,12,0
2024,5,13,18,0,0,2,0,0,12,11,0
2024,5,13,18,15,0,11,0,0,15,15,0
2024,5,13,18,30,0,10,0,0,15,9,0
2024,5,13,18,45,0,19,0,0,26,6,0
2024,5,13,19,0,0,14,0,0,27,5,0
2024,5,13,19,15,0,8,0,0,26,8,0
2024,5,13,19,30,0,0,0,0,32,15,0
2024,5,13,19,45,0,0,0,0,23,14,0
2024,5,13,20,0,0,29,0,0,48,7,0
2024,5,13,20,15,0,25,0,0,42,4,0
2024,5,13,20,30,0,12,0,0,36,4,0
2024,5,13,20,45,0,4,0,0,32,12,0
2024,5,13,21,0,0,0,0,0,33,22,0
2024,5,13,21,15,0,15,0,0,38,22,0
2024,5,13,21,30,0,5,0,0,31,15,0
2024,5,13,21,45,0,9,0,0,33,15,0
2024,5,13,22,0,0,12,0,0,32,11,0
2024,5,13,22,15,0,10,0,0,35,7,0
2024,5,13,22,30,0,16,0,0,26,7,0
